,source,Start time,nonprofit,non_org_type,role,person_org_years,org_size,org_years,continent,af_region,multi_country,regionality,org_opentext,collects_data,data_kinds,non_data_work,tech_person,merl_person,cloud_storage,data_use_policy,org_agreements,person_ai_comfort,ai_use,ai_want,ai_risk,ai_risk_reward,collab_feasibility,hubs_rural_urban,in_india,india_state,india_rural_urban,ai_opentext,org_label,ref,global_north_south,continent_int,role_int,global_north_south_int,org_size_int,hubs_rural_urban_int,af_region_int,india_rural_urban_int,collab_feasibility_raw,person_ai_comfort_raw,org_years_raw,person_org_years_raw,cluster3
831,India-38-ConnectFor,2024-07-04 07:07:06,1,,Leader,0.1,0-5,0.04666666666666667,Asia,,0,3,We work on creating awareness for eye donations ,1,"['We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', '']",,0,0,1,1,0,0.5,"['I am not currently using AI', '']","['Interpret our information: score, classify, codify, or summarize our information', 'Predicting outcomes, patterns, or other things from our data', '']","['AI-related data breaches', '(Over) Dependency on commercial AI products', '']",-1,0.5,,1,Karnataka,metro,Need to understand with demo of a AI Tool,['Other'],india,S,1,0,1,0,,,0,5.0,5.0,7.0,6.0,0
832,India-38-ConnectFor,2024-07-04 07:43:52,1,,Leader,0.016666666666666666,121+,0.006666666666666667,Asia,,1,3,"Aims to achieve the SDG around women, education and technology. ",1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We also retained the original audio or video that accompanies the transcripts and tabular data.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', '']",,1,1,1,1,0,0.9,"['Organising\xa0our information: restructuring, cleaning, or assigning tags so it can be searched', 'Predicting outcomes, patterns, or other things from our data', 'I am not currently using AI', '']","['Organise our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', ""We don't know yet!"", '']","['AI-related data breaches', 'Decisions based on biased AI models', 'Increasing inequity, if lower-capacity organisations are unable to adopt it, or if AI bias harms groups', 'Plagiarism, violating copyrights, and/or losing intellectual property', 'Environmental impact of using AI', '']",2,1.0,,1,Telangana,urban,,"['Education', 'Technology & Innovation', ""Women's Empowerment""]",india,S,1,0,1,3,,,2,10.0,9.0,1.0,1.0,0
833,India-38-ConnectFor,2024-07-04 10:07:53,1,,Governance,0.16666666666666666,0-5,0.06,Asia,,0,1,Social movement ,0,,Provide support services to disable students ,0,0,0,0,1,0.3,"['I am not currently using AI', '']","['Interpret our information: score, classify, codify, or summarize our information', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Predicting outcomes, patterns, or other things from our data', 'Translate or transcribe content', '']","['Decisions based on biased AI models', 'Replacing workers with AI', 'Plagiarism, violating copyrights, and/or losing intellectual property', 'Environmental impact of using AI', '(Over) Dependency on commercial AI products', '']",-1,0.6,,1,Maharashtra,metro,Need more description and information about AI,['Social Movement'],india,S,1,2,1,0,,,0,6.0,3.0,9.0,10.0,0
834,India-38-ConnectFor,2024-07-04 10:34:48,1,,Admin,0.03333333333333333,0-5,0.006666666666666667,Asia,,0,1,In a short period our NGO approached approx 7000 needy and targeted population,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', '']",,0,1,0,0,0,0.8,"['Generating\xa0content (text or images)', 'Other: something else', '']","['Generate content (text or images)', '']","['Environmental impact of using AI', '']",-1,0.6,,1,Uttarakhand,rural,It's good to use AI in day by day work of our ngo,['Other'],india,S,1,3,1,0,,,1,6.0,8.0,1.0,2.0,1
835,India-38-ConnectFor,2024-07-04 20:32:53,1,,Leader,0.18333333333333332,0-5,0.07333333333333333,Asia,,0,3,"Relates to SDGs 3, 5, 10 and 16",1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', '']",,0,0,0,,0,0.2,"['I am not currently using AI', '']","['Organise our information: restructure, clean, or assign tags so it can be searched', 'Translate or transcribe content', ""We don't know yet!"", '']","['Environmental impact of using AI', '']",-1,0.7,,1,Karnataka,urban,Have not tried it much,['Other'],india,S,1,0,1,0,,,2,7.0,2.0,11.0,11.0,0
836,India-38-ConnectFor,2024-07-04 22:08:51,1,,Admin,0.03333333333333333,16-30,0.013333333333333334,Asia,,0,1,Social Cause,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'We have at least a hundred transcripts or records of interviews, testimonials, meetings, proceedings, surveys, or similar.', 'We also retained the original audio or video that accompanies the transcripts and tabular data.', '']",,0,0,0,0,0,1.0,"['I am not currently using AI', '']","[""We don't know yet!"", 'Generate content (text or images)', '']","['Decisions based on biased AI models', '']",3,0.5,,1,Maharashtra,metro,"Currently we are not using any application to manage our process, we can experiment with two user to find the outcome.",['Other'],india,S,1,3,1,2,,,0,5.0,10.0,2.0,2.0,0
837,India-38-ConnectFor,2024-07-05 03:12:35,1,,Programs,0.25,31-60,0.14666666666666667,Asia,,0,2,In Education and Livelihood,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', '']",,0,0,1,1,1,0.6,"['Generating\xa0content (text or images)', '']","['Generate content (text or images)', 'Interpret our information: score, classify, codify, or summarize our information', 'Organise our information: restructure, clean, or assign tags so it can be searched', 'Predicting outcomes, patterns, or other things from our data', '']","['AI-related data breaches', 'Plagiarism, violating copyrights, and/or losing intellectual property', '(Over) Dependency on commercial AI products', '']",3,0.6,,1,Maharashtra,urban,"Fear of losing our own creativity, intellect and more dependency on easy available data. Dont have assurance of actual facts.",['Education'],india,S,1,5,1,5,,,2,6.0,6.0,22.0,15.0,1
838,India-IPN,2024-06-19 05:27:45,1,,Programs,0.041666666666666664,16-30,0.006666666666666667,Asia,,0,3,Organisation Development for non profits,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We have at least a hundred transcripts or records of interviews, testimonials, meetings, proceedings, surveys, or similar.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,0,1,1,1,0,0.5,"['Generating\xa0content (text or images)', 'Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', 'Organising\xa0our information: restructuring, cleaning, or assigning tags so it can be searched', 'Assisting\xa0in automating simple repetitive tasks (for example, using virtual office assistants)', '']","['Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Organise our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Translate or transcribe content', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', ""We don't know yet!"", '']","['Replacing workers with AI', 'Plagiarism, violating copyrights, and/or losing intellectual property', '']",-1,0.5,,1,West Bengal,metro,"Hope:
1. Can give much more efficiency to our work if we know the right and more strategic usage of the same. 
Fear:
1. We need to be constantly upskill and be up to date with recent AI offerings, this information is crucial but also I feel a little difficult to receive. So there is always a chance of employees getting irrelevant if they aren't at all times updated and skilled. ",['Community Development'],india,S,1,5,1,2,,,0,5.0,5.0,1.0,2.5,1
839,India-IPN,2024-06-19 07:19:31,1,,Leader,0.13333333333333333,121+,0.07333333333333333,Asia,,0,1,Education,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', '']",,1,1,1,1,0,1.0,"['Generating\xa0content (text or images)', 'Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', '']","['Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Organise our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Translate or transcribe content', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', '']",,5,0.5,,1,Uttar Pradesh,urban,,['Education'],india,S,1,0,1,3,,,2,5.0,10.0,11.0,8.0,1
840,India-IPN,2024-06-19 12:58:48,1,,Leader,0.16666666666666666,0-5,0.06666666666666667,Asia,,0,2,"Building Dreams Foundation (BDF) promotes the social development of disadvantaged children and communities. Our NGO’s mission is to serve the most vulnerable populations in India. We focus on Food, Education, Environment and Empowerment.

Our goal is to transform students’ lives through the mediums of music, art, technology, and academic studies. We prepare students for adult life to become productive members of society, who, in turn, serve as role models to inspire others within their communities.

Our core values include: justice, equality, critical thinking, cooperation and respect for people and the environment. These values underlie the culture of BDF.",1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', '']",,0,0,0,1,0,0.8,"['Generating\xa0content (text or images)', '']","['Organise our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Assist in automating simple repetitive tasks', 'Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', '']","['(Over) Dependency on commercial AI products', '']",5,0.5,,1,West Bengal,rural,I HAVE PLEASENT TIME USING AI FIR OUR NON-PROFIT,"['Arts & Culture', 'Conservation', 'Education', 'Social Services', 'Community Development', 'Youth & Family Services', 'Human Rights & Justice', 'Food Security', 'Economic Empowerment', 'Technology & Innovation']",india,S,1,0,1,0,,,1,5.0,8.0,10.0,10.0,1
841,India-IPN,2024-06-23 22:50:54,1,,Leader,0.21666666666666667,61-120,1.0,Asia,,0,1,"The work of Samarpan Welfare Association Social Development(SWASD) fits into the cause area of social development and women empowerment. The organization's primary focus is on providing support and resources to women through Self Help Groups (SHGs) to help them become financially independent and gain access to education and healthcare. This work aligns with the United Nations Sustainable Development Goals (SDGs), particularly Gender Equality, and Decent Work and Economic Growth. By empowering women and promoting their economic and social well-being, Samarpan Welfare Association Social Development(SWASD) contributes to the broader movement for gender equality and social development.",1,"['We also retained the original audio or video that accompanies the transcripts and tabular data.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', '']",,1,1,1,1,1,0.6,"['Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', 'Generating\xa0content (text or images)', 'Organising\xa0our information: restructuring, cleaning, or assigning tags so it can be searched', '']","['Interpret our information: score, classify, codify, or summarize our information', 'Assist in automating simple repetitive tasks', 'Translate or transcribe content', 'Predicting outcomes, patterns, or other things from our data', '']","['Increasing inequity, if lower-capacity organisations are unable to adopt it, or if AI bias harms groups', '']",3,0.5,,1,Jharkhand,rural,"Our hopes for AI are that it will enhance our efficiency, improve impact assessment, and enable us to develop targeted interventions. Our fears include ethical implications, biases in algorithms, data privacy concerns, and the potential loss of human connection. We approach AI cautiously, balancing innovation with our mission of empowerment and compassion.","['Arts & Culture', 'Education', 'Health & Wellness', 'Social Services', 'Community Development', 'Animal Welfare', 'Human Rights & Justice', 'Economic Empowerment', 'SDG', ""Women's Empowerment""]",india,S,1,0,1,4,,,1,5.0,6.0,150.0,13.0,1
842,India-IPN,2024-06-24 01:27:57,1,,Leader,0.18333333333333332,6-15,0.15333333333333332,Asia,,0,3,"Matri Sudha is an award-winning non-profit organization which works with young children, adolescents and their caregivers. It has worked in the states of Uttar Pradesh, Haryana, Tripura, Bihar and Delhi. Presently it has its operations in Delhi, Haryana, H.P., U.P. Matri Sudha has recently bagged Healthcare Heroes Award, 2024 in Nutrition Category. Its work has acknowledged by Olympic Champion MC Mary Kom for 100% compulsory vaccination coverage; Outlook POSHAN Awards, 2019 (Nutrition Warrior) by the Honorable Vice President of India; Certificate of Merit by World Health and Wellness Congress, 2020; Finalist at South-Asia level by Digital Empowerment Foundation for its project Nutrition Champions. (2020) to successfully converge health, nutrition and education for improving the health and well-being of young children. It has featured thrice in Civil Society Magazine and has represented its opinion for 150+ times in major dailies/news channels etc. on health on and nutrition.",1,"['We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'We have at least a hundred transcripts or records of interviews, testimonials, meetings, proceedings, surveys, or similar.', 'We also retained the original audio or video that accompanies the transcripts and tabular data.', 'Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', '']",N.A.,0,1,0,1,0,1.0,"['Generating\xa0content (text or images)', 'Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', '']","['Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Organise our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Translate or transcribe content', 'Predicting outcomes, patterns, or other things from our data', '']","['AI-related data breaches', 'Decisions based on biased AI models', '(Over) Dependency on commercial AI products', 'Environmental impact of using AI', '']",4,1.0,,1,NCT of Delhi,metro,"Artificial intelligence is a machine-based learning in which human intelligence is embedded. The key hope with AI is that it has the potential to bring transformative change in various segments like medicine, health etc., whereas the fear is the data privacy, ethical consideration and biasedness. ","['Education', 'Health & Wellness', 'Youth & Family Services', 'Food Security', 'Economic Empowerment', 'Technology & Innovation']",india,S,1,0,1,1,,,0,10.0,10.0,23.0,11.0,1
843,India-IPN,2024-06-27 03:58:32,1,,Fundraiser,0.11666666666666667,31-60,0.24,Asia,,0,1,"Education, Healthcare , Rural development",1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We have at least a hundred transcripts or records of interviews, testimonials, meetings, proceedings, surveys, or similar.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,0,1,0,1,0,0.5,"['Generating\xa0content (text or images)', '']","['Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', '']","['AI-related data breaches', 'Plagiarism, violating copyrights, and/or losing intellectual property', '']",3,0.6,,1,Tamil Nadu,metro,,"['Education', 'Health & Wellness', 'Community Development']",india,S,1,1,1,5,,,0,6.0,5.0,36.0,7.0,1
844,09-BiggerOrgs0GTDC-GenAI-FAI-86’,2024-03-07 09:15:03,1,,Comms,0.23333333333333334,121+,0.44666666666666666,North America,,0,3,Health,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,0,0,1,0,0,0.5,"['Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', '']","['Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', ""We don't know yet!"", '']","['AI-related data breaches', 'Replacing workers with AI', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', 'Plagiarism, violating copyrights, and/or losing intellectual property', 'Environmental impact of using AI', '']",2,0.4,,,,,,['Health & Wellness'],tech,N,0,4,0,3,,,,4.0,5.0,67.0,14.0,1
845,09-BiggerOrgs0GTDC-GenAI-FAI-86’,2024-03-07 09:15:15,1,,Comms,0.2833333333333333,121+,0.9466666666666667,North America,,0,1,non-profit academic hospital,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'We also retained the original audio or video that accompanies the transcripts and tabular data.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,1,1,1,1,1,0.7,"['Generating\xa0content (text or images)', 'Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', '']","['Generate content (text or images)', 'Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', '']","['Decisions based on biased AI models', 'AI-related data breaches', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', '(Over) Dependency on commercial AI products', 'Environmental impact of using AI', '']",4,0.8,,,,,"Hopes: increased efficiency, better analysis of data
Fears: bias in AI models
I feel like AI is inevitable at this point. I am interested in upskilling because I have 20 more years to work and AI won't go away. My current experience is limited to: generating drafts, brainstorming, creating outlines, turning meeting notes into a draft narrative, early attempts at getting it to analyze spreadsheets. I see great promise but creating guidelines seems a bit like building the airplane while flying it. Pandora's box is open so it will be a challenge to rein in AI.","['Education', 'Health & Wellness']",tech,N,0,4,0,3,,,,8.0,7.0,142.0,17.0,1
846,09-BiggerOrgs0GTDC-GenAI-FAI-86’,2024-03-07 09:23:08,1,,Fundraiser,0.0,6-15,0.36,North America,,0,2,environmental,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,0,0,1,1,0,,"['I am not currently using AI', '']","['Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Assist in automating simple repetitive tasks', ""We don't know yet!"", '']","['Decisions based on biased AI models', 'AI-related data breaches', 'Replacing workers with AI', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', 'Plagiarism, violating copyrights, and/or losing intellectual property', '(Over) Dependency on commercial AI products', 'Environmental impact of using AI', '']",-1,,,,,,,"['Conservation', 'Environmental Sustainability']",tech,N,0,1,0,1,,,,,,54.0,0.0,0
847,09-BiggerOrgs0GTDC-GenAI-FAI-86’,2024-03-07 09:19:58,1,,Fundraiser,0.016666666666666666,6-15,0.06666666666666667,North America,,0,3,"Subject Areas: Entrepreneurship, Social enterprise, Economic development, Business and industry, Education, Conscious Tech
Population Served: Women and girls, Ethnic and racial groups, Low-income people",1,"['Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,1,1,1,1,0,0.5,"['Generating\xa0content (text or images)', 'Translating\xa0or transcribing content', '']","['Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', ""We don't know yet!"", '']","['AI-related data breaches', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', 'Environmental impact of using AI', 'Decisions based on biased AI models', '']",-1,0.7,,,,,"Interested in using AI in fundraising: Research and develop recommendations for organizational use of AI to support fundraising objectives, including important policy and practice considerations, requirements gathering, researching available technology to identify optimal tools and cost information.","['Education', 'Community Development', 'Economic Empowerment', ""Women's Empowerment""]",tech,N,0,1,0,1,,,,7.0,5.0,10.0,1.0,-1
848,09-BiggerOrgs0GTDC-GenAI-FAI-86’,2024-03-07 09:30:20,1,,Leader,0.06666666666666667,0-5,0.2,North America,,0,2,Community philanthropy,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,0,0,1,1,0,0.6,"['Generating\xa0content (text or images)', 'Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', '']","['Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', '']","['Decisions based on biased AI models', 'AI-related data breaches', 'Replacing workers with AI', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', '(Over) Dependency on commercial AI products', 'Plagiarism, violating copyrights, and/or losing intellectual property', 'Environmental impact of using AI', '']",-1,0.2,,,,,,"['Community Development', 'Philanthropy']",tech,N,0,0,0,0,,,,2.0,6.0,30.0,4.0,1
849,09-BiggerOrgs0GTDC-GenAI-FAI-86’,2024-03-07 09:15:04,1,,Leader,0.08333333333333333,0-5,0.03333333333333333,Europe,,1,,"Distribute Aid organizes the world's largest mutual aid supply-chain.  We help our grassroots partners connect with much larger companies, NGOs, and government agencies in order to source and ship aid.  Most of our work has been in service of displaced people, though that's a broad definition that includes asylum seekers & refugees, IDPs, houseless people, people impacted by natural disasters, etc.  We've also responded to COVID, economic crises, and wars.",1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'We have at least a hundred transcripts or records of interviews, testimonials, meetings, proceedings, surveys, or similar.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,0,0,1,1,1,0.5,"['I am not currently using AI', '']","['Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Translate or transcribe content', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', ""We don't know yet!"", '']","['Decisions based on biased AI models', 'AI-related data breaches', 'Replacing workers with AI', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', 'Plagiarism, violating copyrights, and/or losing intellectual property', '(Over) Dependency on commercial AI products', 'Environmental impact of using AI', '']",2,0.7,,,,,"Logistics is a high-compliance field, especially when it comes to import / export and aid accountability.  We view AI as a potential way to improve process efficiency, but I'm fearful that double checking the AI output to ensure accuracy and completeness will take just as long as doing the work manually.  Additionally, because so many AI tools are ""general purpose"", it may be tempting for volunteers to use them outside of specific approved tasks or get complacent and not double check the AI output.

As a grassroots organization, Distribute Aid is often a stepping-stone for frontline grassroots aid workers to move towards larger professional charities, tech companies, or logistics companies.  We'd do a disservice to our field by automating tasks with AI, since our volunteers would not learn how to do the task themselves.  This is less of a problem for organizations that can afford to primarily hire experienced staff, as opposed to investing a lot in training and skill development.

As an underfunded organization, Distribute Aid is sympathetic to the plight of authors and artists who's stolen work was used to build many generative AI models.  There's a significant risk that our base of donors, volunteers, and other supporters would no longer support us if we use AI to generate text or images.  Even though most text / images we use are produced by volunteers or available via open-content licenses, people would see our usage of generative AI as lending validation for corporate business models that are stealing from writers and artists.","['Arts & Culture', 'Social Services', 'Economic Empowerment', 'Emergency Relief', 'Policy']",tech,N,3,0,0,0,,,,7.0,5.0,5.0,5.0,0
850,09-BiggerOrgs0GTDC-GenAI-FAI-86’,2024-03-07 09:42:10,1,,Fundraiser,0.03333333333333333,121+,0.38,North America,,1,,Higher education,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'We have at least a hundred transcripts or records of interviews, testimonials, meetings, proceedings, surveys, or similar.', 'We also retained the original audio or video that accompanies the transcripts and tabular data.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,1,1,1,1,,0.8,"['Generating\xa0content (text or images)', '']","['Generate content (text or images)', 'Assist in automating simple repetitive tasks', '']","['AI-related data breaches', 'Replacing workers with AI', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', 'Plagiarism, violating copyrights, and/or losing intellectual property', '(Over) Dependency on commercial AI products', 'Decisions based on biased AI models', 'Environmental impact of using AI', '']",3,0.7,,,,,,['Education'],tech,N,0,1,0,3,,,,7.0,8.0,57.0,2.0,1
851,09-BiggerOrgs0GTDC-GenAI-FAI-86’,2024-03-07 09:43:58,1,,Fundraiser,0.06666666666666667,61-120,0.88,North America,,0,1,Preventing Family Homelessness,1,"['Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,0,1,1,1,0,0.9,"['Generating\xa0content (text or images)', 'Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', 'Assisting\xa0in automating simple repetitive tasks (for example, using virtual office assistants)', '']","['Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Assist in automating simple repetitive tasks', 'Translate or transcribe content', 'Predicting outcomes, patterns, or other things from our data', '']","['Decisions based on biased AI models', 'AI-related data breaches', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', 'Plagiarism, violating copyrights, and/or losing intellectual property', '']",3,1.0,,,,,"AI is an amazing supportive tool that allows small and medium-sized organizations to do more with less. It is helping bridge the gap with need, resource, and bandwidth. Often budgets get cut and we must figure out how to do more with less, AI helps bridge that concern. It is also a powerful tool that supports analytical thinking. The reality is that few agencies can afford or even consider affording an analyst on staff, AI is changing that to allow agencies to have more robust data analysis.  ","['Homelessness', 'Youth & Family Services']",tech,N,0,1,0,4,,,,10.0,9.0,132.0,4.0,-1
852,09-BiggerOrgs0GTDC-GenAI-FAI-86’,2024-03-07 09:27:04,1,,Fundraiser,0.06666666666666667,61-120,0.4266666666666667,North America,,0,3,Fundraising for global causes and organizations,0,,Fundraising,0,0,0,1,0,0.7,"['Generating\xa0content (text or images)', 'Assisting\xa0in automating simple repetitive tasks (for example, using virtual office assistants)', '']","['Generate content (text or images)', 'Assist in automating simple repetitive tasks', '']","['Decisions based on biased AI models', 'AI-related data breaches', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', 'Plagiarism, violating copyrights, and/or losing intellectual property', '(Over) Dependency on commercial AI products', '']",4,0.5,,,,,,['Philanthropy'],tech,N,0,1,0,4,,,,5.0,7.0,64.0,4.0,1
853,09-BiggerOrgs0GTDC-GenAI-FAI-86’,2024-03-07 10:33:44,1,,Other,0.016666666666666666,121+,0.5133333333333333,North America,,0,1,Social services.,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,1,1,0,1,0,1.0,"['Organizing\xa0our information: restructuring, cleaning, or assigning tags so it can be searched', '']","['Generate content (text or images)', 'Assist in automating simple repetitive tasks', 'Organize our information: restructure, clean, or assign tags so it can be searched', '']","['Decisions based on biased AI models', '']",5,0.5,,,,,"We are looking forward to better organizing of our grants data, financials and narratives to become more efficient in our grant request processes.",['Social Services'],tech,N,0,8,0,3,,,,5.0,10.0,77.0,1.0,1
854,09-BiggerOrgs0GTDC-GenAI-FAI-86’,2024-03-07 10:35:26,1,,Fundraiser,0.0,6-15,0.37333333333333335,North America,,0,1,We are a summer camp for youth and teens providing them with a safe place for rejuvenation and relaxation. ,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,0,1,1,1,0,1.0,"['Generating\xa0content (text or images)', 'Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', 'Other: something else', '']","['Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Interpret our information: score, classify, codify, or summarize our information', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', '']","['Plagiarism, violating copyrights, and/or losing intellectual property', '(Over) Dependency on commercial AI products', '']",4,0.5,,,,,,['Youth & Family Services'],tech,N,0,1,0,1,,,,5.0,10.0,56.0,0.0,1
